username,services,freq
shane_seaman,"[34, 38]",2
derek_kovach,"[36, 37, 34]",2
anita_ledet,"[20, 28]",1
jon_crump,[34],2
emilio_montenegro,[30],1
fredrick_kaufman,"[80, 34]",1
jasmin_lawrence,[37],1
brian_atkinson,[30],2
jessica_pinckney,[34],3
leigh_alicea,"[37, 34, 80]",2
madeline_mccloskey,"[24, 6, 54]",2
brad_godwin,"[80, 34]",2
nora_tisdale,"[34, 80]",2
mohamed_denney,"[15, 30]",2
rosalinda_boren,"[80, 24, 30]",1
roxanna_ashby,"[37, 1, 80]",1
donald_peltier,"[34, 80, 37]",2
mckinley_haight,"[4, 34]",3
paulette_slaughter,"[20, 37, 34]",1
belle_dube,"[30, 20]",1
williams_irvine,[30],1
venita_mears,"[38, 34]",3
isabel_malcolm,[34],2
marcia_harrell,[28],3
emmanuel_rico,"[34, 30, 80]",3
freddy_womack,[80],2
theda_stoll,[30],3
armando_ingalls,[30],3
neil_nagel,[36],3
federico_treadwell,"[37, 21, 3]",2
justine_rawlings,[4],2
freeman_ralph,[24],3
maribel_hanes,"[30, 36]",2
adeline_camp,"[80, 30]",3
lori_rooney,[80],1
marylou_rife,[24],2
rosa_whitehead,"[53, 28, 24]",2
marlyn_moseley,"[36, 80]",1
latonia_cooke,"[80, 24, 34]",3
elmer_antoine,"[38, 80]",2
melisa_katz,[34],2
milo_mccloskey,[80],2
austin_jacob,[30],1
francine_head,"[30, 80]",1
coleen_piazza,[],1
brigitte_brennan,"[37, 80]",1
damion_baber,[34],2
marisela_jarrell,"[37, 20, 28]",2
everette_sweeney,[24],1
sonia_crenshaw,[34],2
susanna_mccain,"[80, 20]",1
juli_hensley,"[34, 80]",2
benny_gardner,[80],3
wilfred_aviles,[37],1
cindy_mcduffie,[34],2
kathie_lunsford,"[34, 40]",2
hollie_sumpter,"[30, 34]",1
emory_shockley,[24],1
pamela_harrison,[21],3
micheal_ferry,"[21, 34]",2
libby_matney,"[34, 37]",1
sherwood_hollingsworth,"[34, 8]",2
ernestina_morrell,[80],2
annemarie_blanco,[30],3
ebony_brandenburg,"[30, 80]",2
damaris_grimes,"[30, 34]",3
kathi_ethridge,"[80, 30]",3
reuben_reddick,"[80, 20]",1
louisa_lowman,[1],2
nadia_hutto,[30],3
gus_north,"[37, 30]",3
haley_grenier,[],1
loren_willie,"[54, 34]",1
reynaldo_corbin,"[54, 34]",3
stanford_rivers,"[15, 34]",1
ronnie_sepulveda,[3],1
stan_casteel,"[34, 80]",2
dalia_tracy,[3],2
genaro_battle,"[37, 30]",3
ollie_tolley,[1],1
connie_sonnier,[80],3
ambrose_allman,[20],1
parker_feldman,[80],1
shelton_bright,[34],1
emmitt_skidmore,[34],3
douglass_birch,[34],1
lorna_mortensen,"[28, 1, 80]",3
nolan_shorter,"[37, 20, 24]",3
marisela_katz,"[30, 80]",2
keisha_guenther,"[34, 80]",2
gerardo_craft,[34],2
judith_dangelo,"[34, 12, 6]",3
adelina_grove,[21],1
ma_randle,"[30, 80]",3
stan_tobin,[3],1
van_headrick,"[30, 80]",1
carl_labelle,[28],2
ofelia_lira,[80],3
dana_lawler,[34],2
jonah_vigil,"[30, 12]",2
rosalba_sebastian,[38],3
krystal_goff,[21],1
valeria_allison,"[80, 34, 1]",1
monte_england,"[38, 80]",3
holly_carbone,[34],2
ashley_kirkwood,[80],2
betty_brogan,"[34, 37, 36]",2
alphonso_minter,[80],2
seymour_caraway,"[80, 1]",2
paris_nealy,[30],2
richie_london,[80],2
lindsay_paxton,"[15, 34]",3
alma_hurtado,[3],1
sofia_keaton,[80],3
cathleen_schmitz,[80],2
leo_gaddis,"[40, 30]",1
marcia_hylton,"[28, 34]",2
carolina_montgomery,[],2
tiffany_daugherty,[30],1
harland_velazquez,[34],1
lucila_bobbitt,[34],1
randolph_odell,"[34, 3, 24]",2
jordan_juarez,[37],1
mario_rhoads,[34],3
harrison_bowie,"[80, 37]",2
victor_ferreira,"[34, 37]",2
deidre_cassell,"[15, 34, 80]",1
soon_bannister,[80],1
jenna_gooding,"[34, 30, 24]",2
maynard_butts,[34],1
addie_negrete,"[28, 34]",3
jesus_chin,[30],3
rhonda_vernon,[80],3
shelton_cate,[34],3
adrian_krug,[4],1
faustino_nunez,[34],3
luisa_jacobsen,"[28, 6]",3
raymon_bumgarner,[36],2
lionel_bryson,"[34, 80]",3
maynard_stanford,"[37, 34]",2
sung_centeno,[80],1
tyron_passmore,[38],3
jarod_martel,[30],3
glen_navarrete,"[30, 6]",3
reina_esparza,"[34, 4]",1
alexandra_omalley,"[34, 80, 38, 24]",3
leslie_snell,[34],3
jon_haynes,[34],3
therese_beaver,"[80, 30, 37]",1
ronnie_kraft,"[28, 80]",1
mel_pak,"[80, 34]",1
monte_leatherman,"[24, 34]",3
jonathon_pressley,[30],3
jamal_ward,"[37, 34]",1
lynwood_hooper,"[80, 34, 37]",1
latasha_corrigan,[80],1
louis_cerda,[34],3
therese_davison,[80],2
delmer_siler,"[34, 30]",1
theo_fredrickson,"[36, 34]",3
lashawn_lehmann,"[34, 37]",2
josh_langston,"[15, 34, 30]",2
casey_chism,[34],1
terrell_woodley,"[34, 80]",2
priscilla_rawlins,[80],2
latoya_bordelon,"[36, 37]",2
bertha_york,"[34, 12]",2
tony_sikes,"[20, 34, 37]",1
thad_doucette,"[80, 6]",1
carter_nunez,[30],2
jordan_kovach,[80],1
anderson_edward,[34],1
kent_moen,[53],2
catina_escamilla,[15],2
giuseppe_baugh,"[30, 34]",2
maxine_fleming,[80],1
andrew_alarcon,[37],1
silvia_mcdonough,[80],3
freddie_keith,"[80, 38]",2
deshawn_cloutier,"[34, 12, 80]",1
lilia_lister,"[30, 34]",2
andrew_click,"[15, 40]",1
doretha_huddleston,[30],1
tatiana_ho,"[28, 4, 36]",3
eileen_burks,"[80, 30]",3
edna_partridge,[12],3
jeffrey_soule,[80],1
florencio_napier,"[34, 8]",3
gina_noonan,"[34, 37]",2
danette_quezada,[38],1
felton_barrera,[34],1
tamra_leblanc,[80],2
jarrett_gerber,"[80, 12]",2
adeline_luke,[80],2
milagros_orozco,"[34, 80, 38]",2
ray_darling,"[34, 12]",1
tasha_robertson,[34],1
debbie_pickens,"[3, 80, 37]",1
werner_kingsbury,"[30, 34]",3
pasquale_grigsby,"[30, 80]",2
noe_wooldridge,"[34, 80]",3
jeanine_jorgenson,"[80, 34]",2
dominique_dupre,[80],2
ana_sandoval,[34],1
victor_cowles,[34],2
sammie_archie,"[37, 36]",1
natividad_tripp,"[80, 30]",1
agnes_brubaker,"[34, 15]",1
gene_warden,[30],3
ida_gearhart,"[30, 80, 38]",1
margarita_crittenden,[34],2
venita_phillip,"[34, 30, 37]",2
clarissa_hsu,"[20, 62]",2
harriette_tackett,[80],2
jewell_clancy,"[24, 80]",1
ada_castle,"[80, 30]",1
rodrick_mcmanus,[34],3
milo_andrade,[37],1
rudolph_denham,[8],1
blanca_allan,[80],2
dalton_mcwilliams,"[80, 30]",2
tyrone_pendergrass,[37],3
melanie_stevenson,[37],2
tod_weinberg,"[34, 80]",1
elnora_brinson,"[37, 30]",2
donnie_hyland,"[12, 80]",3
lucille_larsen,[37],2
clarence_guthrie,"[80, 15, 28]",1
bart_berman,"[34, 30, 80]",1
issac_rodrigue,"[34, 37]",3
ezra_mcneely,"[80, 62]",1
stefanie_sterling,[30],1
amy_hendrick,"[12, 30]",2
staci_condon,"[30, 12, 34]",2
cori_eagle,"[38, 80]",2
ashley_keeney,[28],2
raphael_roe,"[28, 53, 80]",2
rufus_macias,[34],2
lura_tuttle,"[37, 34, 36]",3
helen_rubio,"[3, 34]",3
kelley_blanks,"[28, 62]",2
chauncey_creamer,"[37, 34]",1
colin_keister,"[21, 34]",2
summer_tanner,"[24, 34]",3
maurice_milne,[34],1
louie_coble,[34],2
susanna_corwin,[30],2
meaghan_chastain,"[37, 21]",1
bernardo_sikes,"[37, 30]",2
francesca_francois,[80],2
debby_mccloskey,"[34, 30]",2
alice_peoples,"[37, 28]",1
teodoro_allard,[34],1
iona_woo,[34],1
niki_conner,[34],2
mariana_graves,[80],1
willian_whitt,"[34, 12]",1
ariel_norman,[37],2
malinda_mize,[34],1
crystal_aguilar,"[30, 6]",1
marlena_hopper,"[80, 21]",2
ollie_phelps,[34],3
matilde_dayton,"[34, 80]",1
mariann_sanders,[34],2
teressa_bustos,"[1, 34]",2
candace_galvin,"[80, 34]",1
maria_hughey,[34],2
jude_lemon,[80],2
gabriella_barela,"[21, 34]",2
dustin_echevarria,[30],2
lincoln_ferrara,"[53, 34, 37]",3
pauline_dew,"[30, 34]",2
enoch_giordano,[15],3
kelly_blackwood,"[80, 15]",2
ray_poirier,[20],2
demarcus_lavender,[37],2
gay_foy,"[80, 34]",2
leo_michel,"[21, 34]",2
zachariah_pate,[80],2
mariah_leroy,"[34, 8, 38]",1
everett_irvin,"[80, 37]",3
lavern_muse,"[30, 34, 15]",2
raymundo_powell,[24],1
petra_humphries,[34],1
buster_gainey,"[37, 34]",1
marlyn_riddick,"[34, 80, 28, 12]",3
tamera_kinsey,[34],2
marco_stott,"[80, 20]",2
alfredo_mccain,[20],2
kay_castellano,"[30, 34]",2
lionel_seymore,"[34, 37]",1
herb_fox,"[34, 80]",2
tiffany_newcomb,"[80, 34, 38]",3
haywood_irish,[80],2
spencer_law,[30],3
vicki_marsh,"[21, 12]",3
juliana_frasier,[34],3
rhoda_kroll,[34],1
frank_blythe,"[4, 34]",2
dario_mcdonough,[80],1
jon_swanson,[34],1
jewell_styles,"[80, 1, 34]",1
annmarie_lamb,"[34, 80, 53, 12]",1
shelia_boyle,[34],1
winston_keefe,[28],1
cordelia_towns,"[80, 4]",1
guillermina_dobson,"[36, 30]",2
bridgette_barrios,[21],1
joanna_byars,[80],1
caren_starnes,"[80, 30]",1
sammie_pickard,"[80, 30, 34]",1
jacquelyn_sells,"[38, 34]",1
keisha_hales,"[37, 80]",2
marjory_kellogg,[30],2
emil_wheatley,"[80, 34, 28, 36]",3
rowena_kelleher,"[1, 30]",1
kerrie_messina,"[12, 37, 54]",3
alva_gilchrist,[34],2
cody_mosier,"[34, 4]",3
terrance_albers,"[34, 37]",2
claude_sun,"[34, 40]",3
blair_beckwith,"[34, 30]",1
peter_earl,"[34, 38, 30]",3
betsy_sager,"[30, 38]",1
virgil_martens,[30],1
karyn_mosier,"[37, 80]",2
florence_rutter,[30],1
roderick_mcnutt,"[34, 20]",3
cruz_villanueva,"[6, 34]",1
newton_pinkston,[30],1
leon_hobbs,"[34, 36, 30]",2
kristopher_oswalt,[34],2
verda_brackett,[34],2
annabelle_thorton,"[80, 28]",1
bertha_kuntz,[34],2
tomasa_haro,"[12, 80]",2
ola_chiu,[3],2
joann_goins,"[30, 34]",1
robin_marble,[36],1
dawn_picard,"[30, 34]",3
pablo_parrish,"[34, 37]",2
callie_hanna,[80],1
sammy_brill,"[37, 36]",1
carolyn_partridge,[30],2
karin_rosa,[34],3
cole_bowens,[80],1
allyson_dean,"[28, 80, 34]",1
sheena_deberry,[80],1
kathryn_thrash,[80],3
basil_ackley,"[80, 24, 34]",1
emil_mcclung,[40],2
andrea_cheek,"[37, 3]",3
kenny_meador,"[80, 37, 21, 28]",3
ralph_hamby,"[80, 34, 15, 37]",1
charles_barnett,[30],1
reyes_hagen,"[30, 80]",2
trevor_getz,"[21, 34]",2
amelia_simon,"[34, 37, 80]",2
alonso_delaney,"[34, 80]",1
dee_callaghan,"[80, 30]",1
natalie_tanner,"[37, 28]",1
gavin_chastain,[80],2
antonia_guay,[80],1
jamie_amaral,[80],1
idella_rico,"[80, 24]",1
nicky_mesa,"[80, 30]",3
ollie_maupin,[80],2
emmanuel_sharpe,[80],2
paris_powers,[30],3
evelyn_bray,"[12, 34, 30]",3
alison_sonnier,"[20, 34, 30]",2
stacey_bullard,"[54, 12]",1
hung_boehm,"[8, 30]",1
jonah_sides,"[30, 80, 34]",1
dorian_machado,[20],1
kerrie_stowers,"[34, 8]",2
rey_purnell,[30],1
perry_miles,[30],1
kari_baumann,"[34, 15]",3
forrest_ventura,"[15, 80]",1
rueben_samuel,[30],3
maryann_mcdonald,"[30, 34]",2
una_nowlin,"[80, 34]",1
phyllis_vela,"[8, 30]",1
lucius_keaton,"[30, 34]",1
herschel_rosser,"[34, 38, 6]",3
rosalba_kee,"[53, 34]",3
jimmy_garvey,"[6, 34]",1
ebony_mcgough,"[28, 80]",3
samatha_tompkins,[80],2
erica_hiller,[34],2
tanisha_bohn,"[30, 36]",1
luisa_branson,"[30, 37]",1
perry_petersen,[30],3
ezra_donato,"[20, 6]",3
lyman_melendez,[54],3
claire_saddler,"[80, 34, 30]",3
rubye_henley,[80],1
billie_chaffin,"[24, 30]",3
dudley_ebert,"[4, 8, 80]",3
palmer_weir,[34],2
shirley_priest,"[34, 30, 37]",2
kip_franz,"[34, 80]",2
debbie_foust,[34],1
lia_moe,"[30, 34]",1
wendell_templeton,[40],3
nicolas_mcdowell,"[80, 34]",3
arden_vincent,"[38, 34]",1
ezra_castleberry,[28],3
mickey_cotter,"[80, 12]",1
tamika_grimm,[34],2
janie_olds,[34],2
john_hairston,"[34, 21]",2
majorie_cottle,"[80, 34]",1
benton_weed,"[34, 36, 38]",3
lincoln_clawson,"[34, 80]",2
rosalinda_pardo,[80],2
sharyn_burkhart,"[34, 80]",2
pamala_dew,"[30, 34]",3
elvis_dyer,"[21, 34]",2
althea_coffin,[80],1
rosalinda_pape,[34],2
ethel_cromer,[4],1
bettina_merritt,[34],2
lucas_irvin,"[21, 40]",2
robby_soliz,[80],2
maritza_money,"[36, 34, 40]",1
georgiana_kaye,"[34, 80, 37]",2
ramon_orourke,"[30, 80]",3
king_montague,"[24, 34]",1
markus_shifflett,"[34, 80, 30]",2
gabrielle_hand,"[12, 34]",2
deshawn_ramon,[34],2
norberto_caskey,"[80, 12]",3
petra_muller,[37],1
pamala_bilodeau,"[80, 34]",1
harold_buckner,"[34, 6]",1
roger_aviles,[15],2
leonor_gunter,[80],1
eddie_schreiner,"[12, 80]",2
jeannette_mcintyre,[36],2
orlando_sweeney,"[30, 3]",1
manuela_burnett,[30],1
blair_tallent,"[15, 37]",3
elmo_bartholomew,"[62, 34]",1
christy_waldrop,"[20, 34]",1
edgar_hammons,"[30, 80]",1
erin_ortiz,[80],2
celina_sanford,"[4, 30]",3
dick_garmon,[80],1
bennett_wynne,"[36, 30]",2
lynwood_walker,[36],2
lindsey_wolfe,[30],3
jenny_baugh,[37],3
barb_frank,"[30, 34]",2
octavio_pinto,[37],2
wilfred_yee,"[30, 28, 20]",2
damien_jarman,"[34, 80]",3
tami_vail,[34],1
harlan_talbott,"[21, 8]",1
georgie_reiss,"[28, 34]",3
karla_fitzpatrick,"[12, 30]",2
antionette_ogden,[34],1
nina_altman,[34],3
jefferey_williford,"[34, 8]",3
shelli_atkinson,[15],2
jewell_criswell,[80],1
lynda_hanna,[80],1
shelton_gabbard,"[30, 34]",1
jeanette_mcpherson,[80],3
joanne_crews,"[80, 34, 20]",2
derrick_dalton,"[80, 30]",3
carlene_hassell,[34],3
marcellus_beckwith,"[34, 36]",3
enoch_boatwright,[34],1
jack_blackwell,[34],3
martha_kong,"[34, 30]",3
granville_deloach,"[38, 37]",1
tisha_camp,[34],3
geoffrey_rodgers,[34],2
patrick_greenfield,"[37, 3]",3
waylon_loera,[80],3
jerold_limon,[80],1
bonnie_thornhill,[80],3
angel_falk,[30],3
earlene_linkous,[54],2
elnora_ham,"[4, 34, 38]",1
christopher_salter,[34],3
quincy_hackney,"[15, 1]",1
ellsworth_sturgeon,[80],2
caroline_barraza,"[30, 34]",3
otto_levesque,"[80, 34]",1
laura_montenegro,"[37, 34]",3
deshawn_garcia,[34],2
chadwick_mccormack,[80],3
erich_parks,[30],2
mindy_washington,[30],1
eldridge_aaron,"[30, 34, 80]",2
quentin_stone,"[8, 80]",2
ruthie_haugen,[30],1
kelley_burchfield,"[34, 8]",3
tracey_barfield,"[40, 80]",2
vern_barajas,"[34, 38]",3
kenton_randolph,"[30, 34]",1
ahmed_fredericks,"[30, 21]",3
hugh_hurt,[80],1
magda_cordero,[21],2
cindy_booth,[80],3
boyd_fite,[38],3
marshall_snow,[80],3
rusty_brock,"[80, 34]",2
nigel_gentile,"[34, 20]",2
valentin_felder,"[80, 30]",1
gail_batchelor,[62],3
jesus_doran,"[30, 28]",2
jean_bryan,[8],2
cliff_lefebvre,[34],2
lorie_hopper,[37],3
dillon_fortner,[40],3
joann_parker,"[34, 80]",2
mark_cloutier,[80],3
ginger_rayford,[34],2
aileen_torrence,"[80, 34]",1
franklin_dunne,[],2
lino_bennett,"[28, 24]",1
donnie_mcfadden,[34],2
gloria_gatewood,"[34, 54]",2
cindy_butts,[37],3
desmond_cohn,[34],2
kylie_mcleod,"[34, 3]",2
zane_sheehan,[34],1
luigi_pitman,[80],1
tanner_huff,"[53, 34]",2
lane_mundy,"[34, 30]",2
sybil_cordova,"[4, 24, 37]",2
cathie_bratton,[34],1
tina_reyes,[80],2
nichole_pereira,"[21, 34, 8]",2
mina_buck,"[30, 80]",2
elida_kersey,[20],1
hans_wimberly,[1],1
tuan_kunkel,[37],2
dennis_friedman,"[34, 80, 40]",2
isabell_bateman,[30],1
kennith_escamilla,"[62, 37, 34]",3
mayme_bridges,[30],1
jerome_muniz,[40],1
madge_felder,"[34, 30, 80, 38]",2
eula_pointer,[30],2
amber_bowser,[37],1
luther_hackney,[28],2
shonda_grady,"[8, 62]",3
tara_sorrell,"[38, 80]",2
marlena_harkins,"[34, 37, 36]",1
walton_craddock,[30],1
pamela_crouse,"[34, 80]",3
michele_upshaw,"[34, 8]",2
kris_copley,"[34, 80]",2
omer_hillman,"[80, 34, 8]",1
rosalia_joyner,[28],2
rosalia_alcorn,"[24, 80, 34]",1
luanne_grey,"[34, 24, 80]",2
marcia_bair,[30],2
gregg_lemieux,"[34, 80]",2
craig_crutcher,[12],3
chad_kent,"[30, 80]",3
ray_wingfield,[80],3
karen_corona,"[30, 34]",1
elmer_salinas,"[30, 34]",1
virgie_walston,"[30, 80]",3
johnna_leslie,"[34, 12]",1
willard_solomon,[34],2
freddy_brinkley,"[34, 54]",1
teddy_rollins,"[37, 80, 15, 34]",1
arlen_cosby,"[80, 34]",2
fredrick_needham,[37],2
woodrow_mckeon,"[37, 28, 15]",2
cherie_toney,"[37, 36]",1
mohamed_champion,[34],2
jeanie_escamilla,"[8, 80, 30]",1
janeen_mccurdy,"[30, 28]",3
mitzi_grey,[80],3
greta_dickerson,"[40, 24, 34, 80]",2
sarah_carey,"[37, 3]",3
rebeca_halverson,[21],2
ilene_mccord,"[37, 21, 80]",1
rae_durand,[34],1
tiana_case,"[21, 24, 34]",1
delfina_carbone,[38],2
russel_rollins,[34],2
ali_mahan,"[37, 12, 80]",3
mohammed_sanches,"[38, 34]",2
lamont_saldana,"[80, 3]",2
brad_ferro,"[62, 37]",2
raymon_appel,[21],2
bo_macon,"[34, 30]",2
mario_sturdivant,[28],2
martha_merriman,[12],2
carrie_fennell,"[30, 80, 36]",1
catina_brogan,"[34, 15, 80]",1
huey_katz,[15],1
genevieve_arsenault,[30],1
yvonne_gann,[80],2
trent_cavazos,[80],1
tessie_luckett,"[30, 34, 12, 36]",2
corey_archibald,"[28, 40, 15]",3
blair_dobbs,[34],2
sandra_seal,[30],3
theron_gladney,"[80, 34]",1
tyree_batson,[28],2
jocelyn_sellars,[37],2
victor_mcculloch,"[34, 21]",1
isabel_ingraham,[38],3
tina_danner,"[80, 30]",1
alphonso_dorris,"[30, 20]",2
neva_booth,[80],2
granville_mullin,"[15, 80]",3
frankie_hardwick,"[30, 12]",1
rafael_schwartz,"[34, 38]",3
jorge_mark,"[4, 30, 3]",2
christal_sorensen,"[80, 30, 34]",1
julius_hyde,[34],3
colette_pike,"[36, 8]",1
regina_dickson,"[30, 62]",3
hanna_troutman,"[80, 34, 37]",2
moises_kinder,"[80, 34, 24]",3
linwood_pellegrino,[34],2
shanda_fahey,[4],2
stanley_dion,[30],2
ezekiel_wade,"[80, 37]",3
diane_daley,"[80, 37]",2
renate_creamer,[34],3
marylou_beasley,"[80, 34]",1
beulah_lawless,"[34, 30]",1
jermaine_langer,"[37, 34]",1
nedra_greenberg,"[40, 80, 34]",2
peggy_lu,"[34, 30]",2
josh_mccue,[80],1
kelley_acker,[80],2
amanda_perrin,[34],1
jamey_pippin,"[80, 36]",1
jana_foust,"[37, 34]",3
hosea_hedgepeth,"[34, 54]",1
miguel_salisbury,"[12, 34]",1
long_mora,"[34, 80]",1
audra_church,"[34, 30, 37]",1
elba_blanton,[30],2
daniel_mcdonald,"[34, 80]",1
brandie_niles,[37],2
rocky_pederson,"[34, 80]",2
iva_ojeda,"[24, 30, 37]",1
beulah_windham,"[12, 40]",3
gene_pettis,[34],2
latonya_provost,"[80, 54, 30]",2
kimberley_nestor,"[80, 34]",3
mariana_meacham,[30],1
sue_whitaker,[28],2
hayden_singh,"[80, 34, 36]",2
sydney_hay,[34],2
marilyn_wickham,[36],3
dollie_colby,"[15, 80]",1
arleen_cambell,[37],1
lori_mccants,"[34, 28]",1
marcelina_flores,[30],3
meagan_montoya,[80],1
russel_chaffin,"[40, 62]",3
nolan_lund,"[24, 21, 34, 30]",1
johnnie_miner,[37],2
rosetta_belanger,[80],2
brianne_chapman,[20],2
kristy_thames,"[80, 40]",2
franklyn_sonnier,"[24, 34]",3
jules_ames,"[4, 20]",3
bertha_ngo,[37],3
abbie_mccall,[80],2
rosalina_hadden,"[30, 80]",2
trenton_coble,[6],2
eileen_buchanan,"[34, 24]",1
alex_delagarza,"[30, 80, 4]",2
suzan_gavin,[80],2
sallie_godfrey,"[34, 37]",2
oswaldo_childers,"[30, 80, 3]",3
arlen_speight,[34],2
vicente_ferro,[30],3
roland_otoole,[34],3
lolita_cheatham,"[80, 28]",3
ali_banner,"[28, 34, 80]",3
jaime_antonio,[3],2
shelby_askew,"[34, 15]",2
louis_gaskin,[80],3
chung_thorne,"[80, 34]",2
erin_farnsworth,"[6, 30, 24]",3
roma_butcher,"[80, 37, 30]",2
young_montes,[80],2
lucien_ayala,"[28, 6]",1
leonora_healey,[8],2
johnna_cooksey,"[4, 80]",3
grover_osburn,"[30, 37]",2
shirlene_london,"[34, 20]",1
norberto_driscoll,[30],1
maude_koch,"[15, 34]",1
margaret_westmoreland,"[34, 30]",2
violet_littleton,[34],2
jerome_sweeney,"[34, 30]",3
antony_vail,"[34, 40]",2
jerrell_lomax,[34],3
jamar_pino,[38],1
ivan_crowley,"[12, 34]",2
landon_dodds,[30],3
delilah_blanks,[12],2
keven_douglas,"[12, 30]",1
rita_gracia,[34],2
sonny_moe,[34],1
abdul_dunning,"[20, 34, 30]",2
rodger_bentley,"[1, 12]",1
petra_dejesus,[30],1
carole_tejada,[34],1
freeman_durkin,"[80, 34]",3
judith_ritter,[80],1
minerva_kasper,"[15, 62]",1
lynne_ammons,"[12, 80, 34]",2
erica_jasper,[37],2
terrence_dion,"[30, 37]",1
matilda_stiltner,"[4, 24, 30]",2
beverly_westbrook,[34],3
ryan_farrington,[37],2
ernie_catron,"[34, 3]",2
lonny_coulter,"[80, 53]",3
jung_ennis,[34],1
howard_estrada,[34],2
myrtis_eddy,"[80, 34]",3
venita_crawford,"[3, 6]",3
jamie_benitez,"[80, 34]",1
toby_caruso,"[30, 80, 34]",1
brianna_carl,"[1, 80]",3
elma_person,"[80, 34, 30]",2
paige_hedrick,"[34, 36]",2
bobbie_thiel,"[37, 15]",3
alyssa_meredith,"[34, 80]",2
sonny_romo,[30],1
raymond_finnegan,"[4, 80]",2
adrian_bolling,"[21, 34]",3
luciano_saxon,"[24, 28, 37]",2
connie_stuart,"[80, 34, 30]",1
lois_barr,"[34, 38]",2
bobby_ng,"[30, 21]",1
christoper_hume,"[34, 80, 4]",1
stan_oglesby,"[30, 34]",2
chuck_irizarry,[34],3
erika_hembree,[30],2
dallas_burdette,[34],2
ralph_parks,"[12, 30, 34]",2
julius_vetter,"[6, 30]",2
chantel_mcmahan,"[80, 34, 37]",3
sharlene_burk,[34],3
corrie_sperry,"[30, 20, 34]",2
tracy_copeland,[20],3
kathryn_ingram,"[1, 34]",3
chris_herron,[80],3
majorie_medeiros,"[12, 34]",3
kaitlin_grimm,[24],2
pasquale_mclemore,[30],2
cari_faust,"[80, 34]",3
thaddeus_burger,"[30, 34]",1
kyle_culver,[37],3
taylor_ponder,"[30, 1, 34, 54]",3
hector_marble,"[80, 34, 37]",1
laverne_lawless,[34],3
anthony_judd,"[1, 24]",1
rod_cerda,[1],3
sang_loya,"[80, 34]",1
parker_tomlinson,[53],3
blanca_flaherty,"[1, 38, 34]",2
jacklyn_kirkwood,[12],2
elma_erdmann,[30],2
bryce_solis,"[20, 34]",2
glenda_farrell,"[21, 80, 40]",2
zachary_bourque,[30],1
david_barrow,[30],2
nelda_cooper,[30],2
chloe_oden,[34],2
lupe_sutton,"[80, 37, 30]",2
michael_weems,[28],2
tera_wakefield,"[30, 38]",2
denise_kane,"[80, 34, 8]",2
cecil_mcmaster,[80],2
concetta_brock,"[40, 80]",1
willy_morgan,"[30, 80]",3
jarod_farrow,"[34, 36, 80]",2
mollie_frederick,[34],2
bradley_kellum,"[37, 34]",2
jc_williams,"[80, 30]",2
kendra_shuman,"[34, 80]",2
lora_gage,[36],2
sonya_irvine,"[34, 36]",1
blanche_field,"[34, 6, 37]",2
flor_hollins,"[24, 21]",2
andrea_ivey,"[34, 30, 80]",3
dwight_friedman,"[34, 80]",2
delilah_segal,"[80, 30]",1
chauncey_bolduc,[30],1
kari_fain,"[80, 30, 21]",2
ned_pickering,"[3, 80]",1
blake_mclendon,"[54, 80, 40]",2
simon_prince,"[34, 36]",1
mina_grimes,[80],1
leif_decker,[80],3
rosina_pollack,[37],3
dollie_mccarter,"[28, 1, 37]",2
randolph_bautista,"[30, 34]",2
donnie_epps,"[37, 80]",1
bryan_medrano,"[15, 30]",2
bernice_hook,"[38, 12]",2
elizebeth_hodgson,[30],2
miguel_deal,"[21, 30]",3
tiffani_chastain,[24],1
donna_barreto,"[80, 34, 30]",2
lucy_gandy,[30],3
nick_sykes,"[53, 34]",3
herlinda_roundtree,"[37, 30, 28, 3]",2
cesar_cyr,[34],1
rachelle_ames,"[37, 3, 4]",2
devon_hartmann,"[80, 34, 28]",3
derek_hayden,"[80, 36]",3
scotty_robey,"[80, 30]",2
deon_wright,[34],1
george_matteson,[34],3
rachelle_bucher,"[1, 34]",1
manual_posey,"[6, 30]",3
amy_keefe,"[80, 12, 34]",3
jessie_williamson,"[20, 80]",2
buford_burden,"[34, 20]",1
addie_ruff,"[21, 80]",1
delma_doughty,[38],3
carole_horst,"[30, 37]",2
kitty_hyman,"[30, 37]",3
luann_kimble,"[34, 80]",1
hildegard_tyler,[34],2
kathleen_hyland,"[80, 34]",2
suzette_zambrano,"[21, 15]",3
frances_turpin,"[80, 30]",3
alba_farrell,"[30, 34]",2
sharla_jewett,"[34, 80]",3
angelina_roderick,"[36, 8]",1
allen_montemayor,"[37, 34]",3
leta_hanson,[37],1
selina_mcclendon,"[24, 80]",3
darron_pino,"[21, 15]",2
lemuel_lemay,"[20, 80]",2
jamal_atchison,"[24, 8, 80]",1
ted_hanson,"[34, 30]",1
latrice_caraballo,[34],1
migdalia_dionne,[30],3
moses_douglass,[34],2
janna_leroy,"[80, 30, 3]",3
ginny_gresham,[80],2
nathanael_metzler,[34],2
geraldo_wang,[80],3
clarence_kirchner,"[30, 20]",2
rebekah_smothers,"[80, 62]",1
marcel_locklear,[34],2
ashleigh_truong,"[12, 30]",3
aaron_lira,"[80, 34]",1
damien_godfrey,"[3, 34]",3
gil_otero,[6],3
terra_meek,"[37, 34, 12]",2
dolores_westbrook,"[34, 28]",3
