row,age,username,freq,services,netflix,amazon,Showtime,youtube,fuboTV,Crackle,Discovery+,CBS All Access,Rent or Buy,Apple TV+,hulu,Philo,FOX,PlutoTV,HBO MAX,Starz,Disney+,IMDb TV,FX,Tubi,NBC,Peacock
7270,20,alba_weldon,2-FEW_TIMES_WEEK,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
7273,41,reynaldo_casteel,1-DAILY,"{'youtube': 1, 'Disney+': 1}",,,,1.0,,,,,,,,,,,,,1.0,,,,,
7274,39,christi_witte,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7275,33,dustin_farnsworth,2-FEW_TIMES_WEEK,"{'netflix': 1, 'HBO MAX': 1, 'Showtime': 1}",1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,
7276,46,pilar_mccauley,2-FEW_TIMES_WEEK,"{'IMDb TV': 1, 'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,
7277,54,gwen_kern,2-FEW_TIMES_WEEK,"{'hulu': 1, 'HBO MAX': 1}",,,,,,,,,,,1.0,,,,1.0,,,,,,,
7278,76,emory_madden,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7279,35,donn_barkley,1-DAILY,"{'netflix': 1, 'HBO MAX': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,
7280,24,taylor_kovach,1-DAILY,"{'netflix': 1, 'Philo': 1}",1.0,,,,,,,,,,,1.0,,,,,,,,,,
7281,33,elmer_cloud,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7282,23,isreal_torrez,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Disney+': 1, 'youtube': 1, 'Showtime': 1}",1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,
7283,52,stacie_frizzell,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7284,29,mohammed_huber,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1, 'hulu': 1}",1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
7285,19,carolyn_harkins,2-FEW_TIMES_WEEK,"{'youtube': 1, 'hulu': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,
7287,26,katherine_hickson,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7288,41,elisha_daniels,1-DAILY,"{'youtube': 1, 'HBO MAX': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,
7289,79,latricia_hart,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7290,22,elliot_hollingsworth,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7291,28,vincent_hutchens,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7292,56,eugenia_bourne,1-DAILY,"{'netflix': 1, 'Disney+': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
7293,75,ashlee_manley,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7294,37,sheri_hammett,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7295,22,cyrus_borges,1-DAILY,"{'netflix': 1, 'Disney+': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
7296,67,pricilla_seifert,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7297,25,michele_nesbitt,1-DAILY,"{'amazon': 1, 'Tubi': 1}",,1.0,,,,,,,,,,,,,,,,,,1.0,,
7298,18,althea_mccann,2-FEW_TIMES_WEEK,"{'amazon': 1, 'netflix': 1, 'hulu': 1}",1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
7299,23,terence_millard,3-FEWER_THREE_PER_MONTH,{'HBO MAX': 1},,,,,,,,,,,,,,,1.0,,,,,,,
7300,46,michale_glass,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7301,39,mel_mcmanus,2-FEW_TIMES_WEEK,{'Tubi': 1},,,,,,,,,,,,,,,,,,,,1.0,,
7302,49,emmanuel_lavender,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7303,65,marion_trimble,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7304,22,nadine_bateman,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'Apple TV+': 1}",,,,1.0,,,,,,1.0,,,,,,,,,,,,
7305,30,beverly_atchison,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7306,52,myles_bechtel,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7307,26,emerson_connor,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7308,69,ron_redding,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7309,66,toni_adcock,3-FEWER_THREE_PER_MONTH,"{'Philo': 1, 'Discovery+': 1}",,,,,,,1.0,,,,,1.0,,,,,,,,,,
7310,33,joni_fitch,2-FEW_TIMES_WEEK,"{'Starz': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,1.0,,,,,,
7311,45,arthur_kane,1-DAILY,"{'netflix': 1, 'IMDb TV': 1}",1.0,,,,,,,,,,,,,,,,,1.0,,,,
7312,20,tena_fain,1-DAILY,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7313,50,norberto_rafferty,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7314,53,ivan_hall,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7315,49,garfield_hinson,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7316,55,jana_rock,1-DAILY,"{'Rent or Buy': 1, 'youtube': 1}",,,,1.0,,,,,1.0,,,,,,,,,,,,,
7317,32,brian_apple,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7318,29,sung_dallas,1-DAILY,{'Peacock': 1},,,,,,,,,,,,,,,,,,,,,,1.0
7319,44,long_hurley,3-FEWER_THREE_PER_MONTH,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
7320,51,earl_stover,1-DAILY,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
7321,61,daren_kraft,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7322,18,charity_skipper,1-DAILY,"{'youtube': 1, 'Showtime': 1, 'hulu': 1}",,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
7323,61,christina_handy,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7324,42,hoyt_gaines,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7325,51,martha_race,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7326,45,johanna_ratliff,2-FEW_TIMES_WEEK,{'IMDb TV': 1},,,,,,,,,,,,,,,,,,1.0,,,,
7327,74,victor_newman,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7328,73,perla_bayer,2-FEW_TIMES_WEEK,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
7329,74,buster_king,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7330,42,leonora_merrick,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7331,24,katharine_stiltner,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1, 'Peacock': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0
7332,20,roxanne_irizarry,2-FEW_TIMES_WEEK,"{'FX': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,,,1.0,,,
7333,49,jc_peel,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7334,51,matt_stewart,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7335,72,alton_felder,2-FEW_TIMES_WEEK,{'HBO MAX': 1},,,,,,,,,,,,,,,1.0,,,,,,,
7336,50,asia_yee,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7337,53,spencer_ferreira,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7338,74,dian_spence,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7339,25,terrance_tidwell,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
7341,45,josue_colwell,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'Showtime': 1}",,,1.0,1.0,,,,,,,,,,,,,,,,,,
7342,31,roosevelt_rounds,1-DAILY,"{'netflix': 1, 'hulu': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
7343,54,maria_catalano,2-FEW_TIMES_WEEK,"{'IMDb TV': 1, 'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,
7344,47,roy_gibbs,2-FEW_TIMES_WEEK,"{'CBS All Access': 1, 'netflix': 1, 'hulu': 1}",1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,
7345,32,errol_beauchamp,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7346,57,jacob_allen,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7347,61,sid_menard,1-DAILY,"{'Disney+': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
7349,26,jame_alcorn,2-FEW_TIMES_WEEK,"{'Philo': 1, 'amazon': 1}",,1.0,,,,,,,,,,1.0,,,,,,,,,,
7350,44,neal_jeter,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7351,48,floyd_stclair,1-DAILY,"{'hulu': 1, 'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
7353,77,jodi_novotny,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7354,29,naomi_roldan,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Tubi': 1, 'hulu': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,
7355,54,tyrell_braswell,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7356,33,chandra_lugo,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Crackle': 1}",,,,1.0,,1.0,,,,,,,,,,,,,,,,
7357,28,louann_mcclinton,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7358,46,cleo_simonson,1-DAILY,"{'Apple TV+': 1, 'youtube': 1}",,,,1.0,,,,,,1.0,,,,,,,,,,,,
7359,31,josefa_kersey,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7360,25,randolph_cervantes,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Philo': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
7362,53,cristal_sanches,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7363,47,deangelo_breland,1-DAILY,"{'netflix': 1, 'Discovery+': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
7364,29,kim_proctor,1-DAILY,"{'Showtime': 1, 'netflix': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
7366,18,lesa_titus,1-DAILY,"{'CBS All Access': 1, 'Showtime': 1, 'hulu': 1, 'youtube': 1}",,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,
7367,54,guadalupe_barnhart,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7368,31,merrill_melendez,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7369,65,krystal_dempsey,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Showtime': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
7370,49,addie_bumgarner,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7371,46,kraig_hager,2-FEW_TIMES_WEEK,{'IMDb TV': 1},,,,,,,,,,,,,,,,,,1.0,,,,
7372,74,carole_gunter,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7373,44,lindsey_beane,2-FEW_TIMES_WEEK,{'Disney+': 1},,,,,,,,,,,,,,,,,1.0,,,,,
7374,76,buford_her,3-FEWER_THREE_PER_MONTH,{'Rent or Buy': 1},,,,,,,,,1.0,,,,,,,,,,,,,
7375,73,lazaro_cranford,1-DAILY,"{'hulu': 1, 'Crackle': 1}",,,,,,1.0,,,,,1.0,,,,,,,,,,,
7376,26,jacque_gomes,1-DAILY,"{'Discovery+': 1, 'amazon': 1, 'youtube': 1}",,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,
7377,48,felton_jorgensen,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1, 'Disney+': 1, 'Showtime': 1}",,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,
7378,73,nola_riggs,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Starz': 1, 'FX': 1}",1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,
7379,35,magdalene_francisco,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7380,75,jared_tyree,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7381,23,marta_spellman,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7382,46,charlene_dowdell,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7383,26,ginger_baxter,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7384,75,orlando_vail,3-FEWER_THREE_PER_MONTH,"{'Apple TV+': 1, 'HBO MAX': 1}",,,,,,,,,,1.0,,,,,1.0,,,,,,,
7385,66,donn_bouchard,3-FEWER_THREE_PER_MONTH,{'IMDb TV': 1},,,,,,,,,,,,,,,,,,1.0,,,,
7386,77,yvonne_helton,1-DAILY,"{'netflix': 1, 'FOX': 1}",1.0,,,,,,,,,,,,1.0,,,,,,,,,
7387,64,milagros_smallwood,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
7388,39,dewayne_krieger,2-FEW_TIMES_WEEK,"{'Philo': 1, 'youtube': 1}",,,,1.0,,,,,,,,1.0,,,,,,,,,,
7389,72,penelope_fine,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7390,24,tracie_middleton,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7391,20,pete_cazares,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7392,36,frederick_coombs,2-FEW_TIMES_WEEK,"{'Philo': 1, 'netflix': 1}",1.0,,,,,,,,,,,1.0,,,,,,,,,,
7395,50,samuel_wick,1-DAILY,{'FOX': 1},,,,,,,,,,,,,1.0,,,,,,,,,
7396,52,michaela_tellez,3-FEWER_THREE_PER_MONTH,"{'Disney+': 1, 'amazon': 1}",,1.0,,,,,,,,,,,,,,,1.0,,,,,
7397,56,roma_fuchs,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'youtube': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
7398,70,tanya_godfrey,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7399,69,patrica_pitts,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7400,36,jere_mccracken,1-DAILY,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7401,25,mattie_kirkland,3-FEWER_THREE_PER_MONTH,"{'Philo': 1, 'netflix': 1}",1.0,,,,,,,,,,,1.0,,,,,,,,,,
7402,58,kitty_weinberg,2-FEW_TIMES_WEEK,{'Crackle': 1},,,,,,1.0,,,,,,,,,,,,,,,,
7403,78,hobert_wing,2-FEW_TIMES_WEEK,"{'amazon': 1, 'Philo': 1}",,1.0,,,,,,,,,,1.0,,,,,,,,,,
7404,18,kimberlee_bergman,3-FEWER_THREE_PER_MONTH,{'FX': 1},,,,,,,,,,,,,,,,,,,1.0,,,
7405,69,rashad_woody,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7406,49,ashley_conte,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7407,21,alexander_cosgrove,1-DAILY,"{'netflix': 1, 'HBO MAX': 1, 'NBC': 1}",1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,
7409,66,rebekah_shah,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
7410,24,amado_massey,1-DAILY,"{'PlutoTV': 1, 'Philo': 1, 'netflix': 1}",1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,
7411,64,gerard_peters,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7412,40,venita_hughes,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7413,57,kristofer_beckwith,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7415,29,gwen_goforth,3-FEWER_THREE_PER_MONTH,"{'CBS All Access': 1, 'amazon': 1}",,1.0,,,,,,1.0,,,,,,,,,,,,,,
7416,64,carlotta_butler,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7417,65,judi_anaya,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7419,63,chelsey_bridges,2-FEW_TIMES_WEEK,{'IMDb TV': 1},,,,,,,,,,,,,,,,,,1.0,,,,
7420,27,georgette_kirchner,1-DAILY,"{'Crackle': 1, 'netflix': 1}",1.0,,,,,1.0,,,,,,,,,,,,,,,,
7421,78,claudia_grenier,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7422,41,lawanda_keel,2-FEW_TIMES_WEEK,"{'HBO MAX': 1, 'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,
7423,53,nina_mears,2-FEW_TIMES_WEEK,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
7424,29,nanette_kuntz,1-DAILY,"{'Discovery+': 1, 'hulu': 1}",,,,,,,1.0,,,,1.0,,,,,,,,,,,
7425,44,morgan_truong,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7427,66,audra_prichard,1-DAILY,"{'netflix': 1, 'Crackle': 1}",1.0,,,,,1.0,,,,,,,,,,,,,,,,
7428,67,darell_ivory,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7429,46,moises_loomis,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7430,51,rex_mccabe,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'netflix': 1, 'youtube': 1}",1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
7431,21,deann_doran,1-DAILY,"{'youtube': 1, 'Apple TV+': 1}",,,,1.0,,,,,,1.0,,,,,,,,,,,,
7432,70,ike_horsley,3-FEWER_THREE_PER_MONTH,{'Apple TV+': 1},,,,,,,,,,1.0,,,,,,,,,,,,
7433,33,nannie_michael,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,
7434,74,annmarie_grubb,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7435,45,marlys_deleon,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7436,50,damaris_alves,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
7437,20,darlene_herron,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
7438,46,kristopher_field,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7439,43,latonya_hoff,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7440,49,mabel_queen,1-DAILY,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
7443,39,dante_rigsby,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7444,73,margie_ha,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7445,67,charlotte_curry,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7446,47,maria_burge,1-DAILY,"{'HBO MAX': 1, 'amazon': 1}",,1.0,,,,,,,,,,,,,1.0,,,,,,,
7447,35,britt_keefe,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7448,19,deborah_simpson,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7449,54,jaime_schoonover,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
7450,70,kelly_fuqua,2-FEW_TIMES_WEEK,"{'Philo': 1, 'netflix': 1}",1.0,,,,,,,,,,,1.0,,,,,,,,,,
7451,19,eva_lock,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7453,49,jason_lacey,2-FEW_TIMES_WEEK,"{'HBO MAX': 1, 'Philo': 1}",,,,,,,,,,,,1.0,,,1.0,,,,,,,
7454,64,gaston_stovall,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
7455,25,shawn_lafleur,2-FEW_TIMES_WEEK,"{'youtube': 1, 'amazon': 1, 'Disney+': 1}",,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,
7456,78,lakisha_goss,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7457,62,darwin_tatum,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7458,63,man_bohn,2-FEW_TIMES_WEEK,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
7459,57,bruce_croteau,1-DAILY,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
7460,32,wm_jeffers,2-FEW_TIMES_WEEK,"{'Disney+': 1, 'netflix': 1, 'fuboTV': 1}",1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,
7461,46,marion_winchester,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7462,31,latisha_thayer,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7463,60,maynard_mclane,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7464,42,blaine_lew,2-FEW_TIMES_WEEK,"{'IMDb TV': 1, 'PlutoTV': 1}",,,,,,,,,,,,,,1.0,,,,1.0,,,,
7465,31,darrin_rountree,1-DAILY,"{'hulu': 1, 'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
7466,31,clinton_hoke,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1, 'hulu': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
7468,28,roscoe_mcmichael,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7469,27,archie_galvan,2-FEW_TIMES_WEEK,"{'Philo': 1, 'Tubi': 1}",,,,,,,,,,,,1.0,,,,,,,,1.0,,
7470,58,tisha_hendon,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
7471,45,tiana_corley,2-FEW_TIMES_WEEK,"{'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
7472,31,twyla_frantz,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'youtube': 1, 'hulu': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
7473,37,nichole_rhoads,1-DAILY,"{'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
7475,51,hung_cross,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'youtube': 1, 'netflix': 1}",1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
7476,21,rocky_austin,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7477,38,tameka_morris,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
7479,36,vicky_pitts,2-FEW_TIMES_WEEK,{'Showtime': 1},,,1.0,,,,,,,,,,,,,,,,,,,
7480,30,oma_bratton,2-FEW_TIMES_WEEK,"{'Philo': 1, 'youtube': 1}",,,,1.0,,,,,,,,1.0,,,,,,,,,,
7481,67,rayford_fritz,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
7482,47,rickey_goldman,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Disney+': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
7484,43,betty_clary,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'Showtime': 1, 'Discovery+': 1}",,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,
7485,30,moshe_weis,2-FEW_TIMES_WEEK,"{'youtube': 1, 'fuboTV': 1}",,,,1.0,1.0,,,,,,,,,,,,,,,,,
7486,47,israel_mcclintock,1-DAILY,{'NBC': 1},,,,,,,,,,,,,,,,,,,,,1.0,
